run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2025-04-27_09.46.26,T-1,2615,8352,1,0.04123185723157434,"[{'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(1.9698825205441146)}, {'start_idx': np.int64(6370), 'end_idx': np.int64(6439), 'score': np.float64(3.008529671719293)}]",0,1,1,[],"[(6550, 6689)]",2,"[{'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(1.9698825205441146)}, {'start_idx': np.int64(6370), 'end_idx': np.int64(6439), 'score': np.float64(3.008529671719293)}]",SMAP,"[[2399, 3898], [6550, 6585]]","[point, contextual]"
2025-04-27_09.46.26,T-2,2595,8365,0,0.04191673633120214,[],0,1,0,[],[],1,[],SMAP,"[[6840, 8624]]",[point]
2025-04-27_09.46.26,D-8,2342,7614,1,0.015975328084518816,"[{'start_idx': np.int64(4130), 'end_idx': np.int64(4199), 'score': np.float64(2.965088397121425)}, {'start_idx': np.int64(4200), 'end_idx': np.int64(4269), 'score': np.float64(2.2810468152087884)}]",0,0,1,[],"[(4380, 4519)]",1,"[{'start_idx': np.int64(4130), 'end_idx': np.int64(4199), 'score': np.float64(2.965088397121425)}, {'start_idx': np.int64(4200), 'end_idx': np.int64(4269), 'score': np.float64(2.2810468152087884)}]",SMAP,"[[4370, 4420]]",[point]
2025-04-27_09.46.26,D-9,2323,7146,2,0.019684327163663425,"[{'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(7.871954273709575)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(9.741051587186968)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(7.323117773435124)}, {'start_idx': np.int64(7076), 'end_idx': np.int64(7145), 'score': np.float64(7.6415540724523545)}]",0,0,1,[],"[(6410, 6619), (7326, 7395)]",1,"[{'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(7.871954273709575)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(9.741051587186968)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(7.323117773435124)}, {'start_idx': np.int64(7076), 'end_idx': np.int64(7145), 'score': np.float64(7.6415540724523545)}]",SMAP,"[[6250, 7405]]",[point]
2025-04-27_09.46.26,F-2,2601,8366,2,0.05026081810560069,"[{'start_idx': np.int64(5810), 'end_idx': np.int64(5879), 'score': np.float64(1.5588594232992679)}, {'start_idx': np.int64(5880), 'end_idx': np.int64(5949), 'score': np.float64(1.690413905133827)}, {'start_idx': np.int64(6510), 'end_idx': np.int64(6579), 'score': np.float64(2.6932127868558755)}, {'start_idx': np.int64(6580), 'end_idx': np.int64(6649), 'score': np.float64(3.388161938553527)}, {'start_idx': np.int64(6650), 'end_idx': np.int64(6719), 'score': np.float64(3.200447615344872)}]",0,0,1,[],"[(6060, 6199), (6760, 6969)]",1,"[{'start_idx': np.int64(5810), 'end_idx': np.int64(5879), 'score': np.float64(1.5588594232992679)}, {'start_idx': np.int64(5880), 'end_idx': np.int64(5949), 'score': np.float64(1.690413905133827)}, {'start_idx': np.int64(6510), 'end_idx': np.int64(6579), 'score': np.float64(2.6932127868558755)}, {'start_idx': np.int64(6580), 'end_idx': np.int64(6649), 'score': np.float64(3.388161938553527)}, {'start_idx': np.int64(6650), 'end_idx': np.int64(6719), 'score': np.float64(3.200447615344872)}]",SMAP,"[[5669, 8625]]",[point]
2025-04-27_09.46.26,G-4,2291,7372,1,0.003928732328032001,"[{'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(11.214187285096596)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(9.826713425423343)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(7.078822141596522)}]",0,0,1,[],"[(4660, 4869)]",1,"[{'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(11.214187285096596)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(9.826713425423343)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(7.078822141596522)}]",SMAP,"[[4690, 4720]]",[point]
2025-04-27_09.46.26,T-3,2616,8319,2,0.005700617991307577,"[{'start_idx': np.int64(1807), 'end_idx': np.int64(2068), 'score': np.float64(6.455014811078618)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(6.511248858816965)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(5.442685084174316)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5158), 'score': np.float64(4.465647159191443)}]",0,0,2,[],"[(2057, 2318), (5220, 5408)]",2,"[{'start_idx': np.int64(1807), 'end_idx': np.int64(2068), 'score': np.float64(6.455014811078618)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(6.511248858816965)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(5.442685084174316)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5158), 'score': np.float64(4.465647159191443)}]",SMAP,"[[2098, 2180], [5200, 5300]]","[point, point]"
2025-04-27_09.46.26,D-11,2351,7171,1,0.007252000329544784,"[{'start_idx': np.int64(3990), 'end_idx': np.int64(4059), 'score': np.float64(13.822047693106763)}, {'start_idx': np.int64(4060), 'end_idx': np.int64(4129), 'score': np.float64(11.804799593743217)}, {'start_idx': np.int64(4130), 'end_idx': np.int64(4190), 'score': np.float64(8.534094533575315)}]",0,0,1,[],"[(4240, 4440)]",1,"[{'start_idx': np.int64(3990), 'end_idx': np.int64(4059), 'score': np.float64(13.822047693106763)}, {'start_idx': np.int64(4060), 'end_idx': np.int64(4129), 'score': np.float64(11.804799593743217)}, {'start_idx': np.int64(4130), 'end_idx': np.int64(4190), 'score': np.float64(8.534094533575315)}]",SMAP,"[[4270, 4330]]",[point]
2025-04-27_09.46.26,D-12,52,7658,2,0.11288686918614511,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(1.063956359241947)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(2.007641908142684)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(2.5814981810332593)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(2.9857307822175403)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(3.3020812711971175)}, {'start_idx': np.int64(7070), 'end_idx': np.int64(7139), 'score': np.float64(4.66875375981168)}, {'start_idx': np.int64(7140), 'end_idx': np.int64(7209), 'score': np.float64(4.929083257413768)}]",0,0,1,[],"[(5360, 5709), (7320, 7459)]",1,"[{'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(1.063956359241947)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(2.007641908142684)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(2.5814981810332593)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(2.9857307822175403)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(3.3020812711971175)}, {'start_idx': np.int64(7070), 'end_idx': np.int64(7139), 'score': np.float64(4.66875375981168)}, {'start_idx': np.int64(7140), 'end_idx': np.int64(7209), 'score': np.float64(4.929083257413768)}]",SMAP,"[[5178, 7917]]",[point]
2025-04-27_09.46.26,B-1,2175,7784,1,0.06391839704927123,"[{'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(4.228026593942626)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(10.005086817208438)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(8.97796666700745)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(8.649285979765947)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(8.33693042399074)}]",0,0,1,[],"[(5010, 5359)]",1,"[{'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(4.228026593942626)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(10.005086817208438)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(8.97796666700745)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(8.649285979765947)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(8.33693042399074)}]",SMAP,"[[5060, 5130]]",[point]
2025-04-27_09.46.26,G-6,2621,8380,1,0.014603786784465535,"[{'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(8.75192284303764)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(6.467407677384185)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5567), 'score': np.float64(5.232536170547682)}]",0,0,1,[],"[(5640, 5817)]",1,"[{'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(8.75192284303764)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5529), 'score': np.float64(6.467407677384185)}, {'start_idx': np.int64(5530), 'end_idx': np.int64(5567), 'score': np.float64(5.232536170547682)}]",SMAP,"[[5600, 5700]]",[point]
2025-04-27_09.46.26,G-7,2186,7769,5,0.021078847196590398,"[{'start_idx': np.int64(878), 'end_idx': np.int64(1197), 'score': np.float64(5.422207083567738)}, {'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(5.678665179002737)}, {'start_idx': np.int64(3360), 'end_idx': np.int64(3429), 'score': np.float64(7.915300362095783)}, {'start_idx': np.int64(3430), 'end_idx': np.int64(3499), 'score': np.float64(11.901513261188821)}, {'start_idx': np.int64(3500), 'end_idx': np.int64(3569), 'score': np.float64(10.25690156346264)}, {'start_idx': np.int64(3570), 'end_idx': np.int64(3628), 'score': np.float64(7.801937252120764)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(9.737361776320046)}, {'start_idx': np.int64(7280), 'end_idx': np.int64(7349), 'score': np.float64(6.9704263406451)}, {'start_idx': np.int64(7350), 'end_idx': np.int64(7419), 'score': np.float64(12.62903970454758)}, {'start_idx': np.int64(7420), 'end_idx': np.int64(7489), 'score': np.float64(11.4529201013031)}, {'start_idx': np.int64(7490), 'end_idx': np.int64(7559), 'score': np.float64(8.487700571801748)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7560), 'score': np.float64(7.951369173527888)}]",2,0,3,"[[1128, 1447], [2700, 2769]]","[(3610, 3878), (5080, 5149), (7530, 7810)]",3,"[{'start_idx': np.int64(878), 'end_idx': np.int64(1197), 'score': np.float64(5.422207083567738)}, {'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(5.678665179002737)}, {'start_idx': np.int64(3360), 'end_idx': np.int64(3429), 'score': np.float64(7.915300362095783)}, {'start_idx': np.int64(3430), 'end_idx': np.int64(3499), 'score': np.float64(11.901513261188821)}, {'start_idx': np.int64(3500), 'end_idx': np.int64(3569), 'score': np.float64(10.25690156346264)}, {'start_idx': np.int64(3570), 'end_idx': np.int64(3628), 'score': np.float64(7.801937252120764)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(9.737361776320046)}, {'start_idx': np.int64(7280), 'end_idx': np.int64(7349), 'score': np.float64(6.9704263406451)}, {'start_idx': np.int64(7350), 'end_idx': np.int64(7419), 'score': np.float64(12.62903970454758)}, {'start_idx': np.int64(7420), 'end_idx': np.int64(7489), 'score': np.float64(11.4529201013031)}, {'start_idx': np.int64(7490), 'end_idx': np.int64(7559), 'score': np.float64(8.487700571801748)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7560), 'score': np.float64(7.951369173527888)}]",SMAP,"[[3650, 3750], [5050, 5100], [7560, 7675]]","[contextual, point, contextual]"
2025-04-27_09.46.26,P-7,2593,7811,4,0.027864366452223118,"[{'start_idx': np.int64(606), 'end_idx': np.int64(1155), 'score': np.float64(2.1263615499641393)}, {'start_idx': np.int64(1231), 'end_idx': np.int64(1441), 'score': np.float64(2.1271188379277786)}, {'start_idx': np.int64(2100), 'end_idx': np.int64(2169), 'score': np.float64(2.519570655986235)}, {'start_idx': np.int64(2170), 'end_idx': np.int64(2239), 'score': np.float64(2.5433430468230753)}, {'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(4.349941358541899)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(5.921793533635637)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(5.999294814920411)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(5.815418651606879)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(5.670117293425262)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(5.86621174066886)}]",3,0,1,"[[856, 1405], [1481, 1691], [2350, 2489]]","[(5010, 5429)]",1,"[{'start_idx': np.int64(606), 'end_idx': np.int64(1155), 'score': np.float64(2.1263615499641393)}, {'start_idx': np.int64(1231), 'end_idx': np.int64(1441), 'score': np.float64(2.1271188379277786)}, {'start_idx': np.int64(2100), 'end_idx': np.int64(2169), 'score': np.float64(2.519570655986235)}, {'start_idx': np.int64(2170), 'end_idx': np.int64(2239), 'score': np.float64(2.5433430468230753)}, {'start_idx': np.int64(4760), 'end_idx': np.int64(4829), 'score': np.float64(4.349941358541899)}, {'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(5.921793533635637)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(5.999294814920411)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(5.815418651606879)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(5.670117293425262)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(5.86621174066886)}]",SMAP,"[[4950, 6600]]",[contextual]
2025-04-27_09.46.26,R-1,2614,6984,1,0.0067859838107538935,"[{'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(5.431950137908926)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(4.944626634074741)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4475), 'score': np.float64(3.7751210844695815)}]",0,0,1,[],"[(4520, 4725)]",1,"[{'start_idx': np.int64(4270), 'end_idx': np.int64(4339), 'score': np.float64(5.431950137908926)}, {'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(4.944626634074741)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4475), 'score': np.float64(3.7751210844695815)}]",SMAP,"[[4510, 4590]]",[point]
2025-04-27_09.46.26,A-5,445,4433,1,0.05840223456163618,"[{'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(6.456990839683535)}, {'start_idx': np.int64(2520), 'end_idx': np.int64(2589), 'score': np.float64(8.264283549143958)}, {'start_idx': np.int64(2590), 'end_idx': np.int64(2659), 'score': np.float64(7.001523103874219)}]",0,0,1,[],"[(2700, 2909)]",1,"[{'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(6.456990839683535)}, {'start_idx': np.int64(2520), 'end_idx': np.int64(2589), 'score': np.float64(8.264283549143958)}, {'start_idx': np.int64(2590), 'end_idx': np.int64(2659), 'score': np.float64(7.001523103874219)}]",SMAP,"[[2750, 2800]]",[point]
2025-04-27_09.46.26,A-6,422,4193,1,0.024061856088123664,"[{'start_idx': np.int64(1555), 'end_idx': np.int64(1835), 'score': np.float64(8.023496777690822)}]",0,0,1,[],"[(1805, 2085)]",1,"[{'start_idx': np.int64(1555), 'end_idx': np.int64(1835), 'score': np.float64(8.023496777690822)}]",SMAP,"[[1890, 1930]]",[point]
2025-04-27_09.46.26,A-7,2619,8371,1,0.06740691492806376,"[{'start_idx': np.int64(6020), 'end_idx': np.int64(6089), 'score': np.float64(2.3402023019587026)}, {'start_idx': np.int64(6090), 'end_idx': np.int64(6159), 'score': np.float64(3.2731634273485914)}, {'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(3.5739314425765505)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(3.8678806273360835)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(4.1387208152626265)}, {'start_idx': np.int64(6370), 'end_idx': np.int64(6439), 'score': np.float64(4.164632441674145)}, {'start_idx': np.int64(6440), 'end_idx': np.int64(6509), 'score': np.float64(4.2061742838688705)}]",0,0,1,[],"[(6270, 6759)]",1,"[{'start_idx': np.int64(6020), 'end_idx': np.int64(6089), 'score': np.float64(2.3402023019587026)}, {'start_idx': np.int64(6090), 'end_idx': np.int64(6159), 'score': np.float64(3.2731634273485914)}, {'start_idx': np.int64(6160), 'end_idx': np.int64(6229), 'score': np.float64(3.5739314425765505)}, {'start_idx': np.int64(6230), 'end_idx': np.int64(6299), 'score': np.float64(3.8678806273360835)}, {'start_idx': np.int64(6300), 'end_idx': np.int64(6369), 'score': np.float64(4.1387208152626265)}, {'start_idx': np.int64(6370), 'end_idx': np.int64(6439), 'score': np.float64(4.164632441674145)}, {'start_idx': np.int64(6440), 'end_idx': np.int64(6509), 'score': np.float64(4.2061742838688705)}]",SMAP,"[[6200, 8600]]",[contextual]
2025-04-27_09.46.26,D-13,1230,7403,1,0.03422860515143007,"[{'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(8.103772127933471)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(10.032053806737268)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(8.850784643492508)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5106), 'score': np.float64(7.670386149566314)}]",0,0,1,[],"[(5080, 5356)]",1,"[{'start_idx': np.int64(4830), 'end_idx': np.int64(4899), 'score': np.float64(8.103772127933471)}, {'start_idx': np.int64(4900), 'end_idx': np.int64(4969), 'score': np.float64(10.032053806737268)}, {'start_idx': np.int64(4970), 'end_idx': np.int64(5039), 'score': np.float64(8.850784643492508)}, {'start_idx': np.int64(5040), 'end_idx': np.int64(5106), 'score': np.float64(7.670386149566314)}]",SMAP,"[[5070, 5230]]",[point]
2025-04-27_09.46.26,P-2,2561,7949,1,0.05483281120514548,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(11.488548191974767)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(13.241330592641914)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(12.097536872585675)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.959709330211103)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(10.310690488040512)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.781732939812226)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5502), 'score': np.float64(9.180891016667358)}]",0,0,1,[],"[(5290, 5752)]",1,"[{'start_idx': np.int64(5040), 'end_idx': np.int64(5109), 'score': np.float64(11.488548191974767)}, {'start_idx': np.int64(5110), 'end_idx': np.int64(5179), 'score': np.float64(13.241330592641914)}, {'start_idx': np.int64(5180), 'end_idx': np.int64(5249), 'score': np.float64(12.097536872585675)}, {'start_idx': np.int64(5250), 'end_idx': np.int64(5319), 'score': np.float64(10.959709330211103)}, {'start_idx': np.int64(5320), 'end_idx': np.int64(5389), 'score': np.float64(10.310690488040512)}, {'start_idx': np.int64(5390), 'end_idx': np.int64(5459), 'score': np.float64(9.781732939812226)}, {'start_idx': np.int64(5460), 'end_idx': np.int64(5502), 'score': np.float64(9.180891016667358)}]",SMAP,"[[5300, 6420]]",[point]
2025-04-27_09.46.26,A-8,502,8115,2,0.13297964887730515,"[{'start_idx': np.int64(7420), 'end_idx': np.int64(7489), 'score': np.float64(5.225389271619037)}, {'start_idx': np.int64(7490), 'end_idx': np.int64(7559), 'score': np.float64(5.389740045016295)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7629), 'score': np.float64(5.569987807189674)}, {'start_idx': np.int64(7630), 'end_idx': np.int64(7699), 'score': np.float64(5.7890071306501865)}, {'start_idx': np.int64(7700), 'end_idx': np.int64(7769), 'score': np.float64(5.9048462269035475)}, {'start_idx': np.int64(7770), 'end_idx': np.int64(7839), 'score': np.float64(6.050633287783085)}, {'start_idx': np.int64(7840), 'end_idx': np.int64(7909), 'score': np.float64(6.2052829978551545)}, {'start_idx': np.int64(7910), 'end_idx': np.int64(7979), 'score': np.float64(7.397133093613661)}, {'start_idx': np.int64(8045), 'end_idx': np.int64(8114), 'score': np.float64(8.686820359587594)}]",0,0,1,[],"[(7670, 8229), (8295, 8364)]",1,"[{'start_idx': np.int64(7420), 'end_idx': np.int64(7489), 'score': np.float64(5.225389271619037)}, {'start_idx': np.int64(7490), 'end_idx': np.int64(7559), 'score': np.float64(5.389740045016295)}, {'start_idx': np.int64(7560), 'end_idx': np.int64(7629), 'score': np.float64(5.569987807189674)}, {'start_idx': np.int64(7630), 'end_idx': np.int64(7699), 'score': np.float64(5.7890071306501865)}, {'start_idx': np.int64(7700), 'end_idx': np.int64(7769), 'score': np.float64(5.9048462269035475)}, {'start_idx': np.int64(7770), 'end_idx': np.int64(7839), 'score': np.float64(6.050633287783085)}, {'start_idx': np.int64(7840), 'end_idx': np.int64(7909), 'score': np.float64(6.2052829978551545)}, {'start_idx': np.int64(7910), 'end_idx': np.int64(7979), 'score': np.float64(7.397133093613661)}, {'start_idx': np.int64(8045), 'end_idx': np.int64(8114), 'score': np.float64(8.686820359587594)}]",SMAP,"[[4569, 8374]]",[contextual]
2025-04-27_09.46.26,A-9,502,8174,1,0.44419048522935883,"[{'start_idx': np.int64(7980), 'end_idx': np.int64(8049), 'score': np.float64(1.0407043240504212)}]",0,0,1,[],"[(8230, 8299)]",1,"[{'start_idx': np.int64(7980), 'end_idx': np.int64(8049), 'score': np.float64(1.0407043240504212)}]",SMAP,"[[4569, 8433]]",[contextual]
2025-04-27_09.46.26,F-3,2620,8116,0,0.0030559152507930324,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5640]]",[contextual]
2025-04-27_09.46.26,M-6,1305,1789,1,0.049283196267957616,"[{'start_idx': np.int64(1565), 'end_idx': np.int64(1788), 'score': np.float64(12.127214452623717)}]",0,0,1,[],"[(1815, 2038)]",1,"[{'start_idx': np.int64(1565), 'end_idx': np.int64(1788), 'score': np.float64(12.127214452623717)}]",MSL,"[[1850, 2030]]",[point]
2025-04-27_09.46.26,M-1,1949,2017,1,0.05359757422199301,"[{'start_idx': np.int64(250), 'end_idx': np.int64(530), 'score': np.float64(4.653932372787713)}]",1,1,0,"[[500, 780]]",[],1,"[{'start_idx': np.int64(250), 'end_idx': np.int64(530), 'score': np.float64(4.653932372787713)}]",MSL,"[[1110, 2250]]",[contextual]
2025-04-27_09.46.26,M-2,1948,2017,0,0.08596285738566503,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2025-04-27_09.46.26,S-2,666,1567,1,0.01708969951208488,"[{'start_idx': np.int64(556), 'end_idx': np.int64(815), 'score': np.float64(6.505867120949011)}]",0,0,1,[],"[(806, 1065)]",1,"[{'start_idx': np.int64(556), 'end_idx': np.int64(815), 'score': np.float64(6.505867120949011)}]",MSL,"[[900, 910]]",[point]
2025-04-27_09.46.26,P-10,4048,5840,1,0.044283483453085075,"[{'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(10.192256178980397)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(11.83559269993375)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(11.64636182201788)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(10.67121241696014)}, {'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(9.0239038683341)}]",0,0,1,[],"[(4590, 4939)]",1,"[{'start_idx': np.int64(4340), 'end_idx': np.int64(4409), 'score': np.float64(10.192256178980397)}, {'start_idx': np.int64(4410), 'end_idx': np.int64(4479), 'score': np.float64(11.83559269993375)}, {'start_idx': np.int64(4480), 'end_idx': np.int64(4549), 'score': np.float64(11.64636182201788)}, {'start_idx': np.int64(4550), 'end_idx': np.int64(4619), 'score': np.float64(10.67121241696014)}, {'start_idx': np.int64(4620), 'end_idx': np.int64(4689), 'score': np.float64(9.0239038683341)}]",MSL,"[[4590, 4720]]",[point]
2025-04-27_09.46.26,T-4,2012,1957,0,0.09071669930389449,[],0,1,0,[],[],1,[],MSL,"[[1172, 1240]]",[point]
2025-04-27_09.46.26,T-5,2012,1958,1,0.005652215578043599,"[{'start_idx': np.int64(864), 'end_idx': np.int64(1131), 'score': np.float64(13.655735804501981)}]",0,0,1,[],"[(1114, 1381)]",1,"[{'start_idx': np.int64(864), 'end_idx': np.int64(1131), 'score': np.float64(13.655735804501981)}]",MSL,"[[1200, 1225]]",[point]
2025-04-27_09.46.26,F-7,2251,4794,3,0.17313920818020592,"[{'start_idx': np.int64(1054), 'end_idx': np.int64(1328), 'score': np.float64(3.660034239175713)}, {'start_idx': np.int64(1720), 'end_idx': np.int64(1925), 'score': np.float64(3.4286125256428233)}, {'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(3.6994302102574204)}, {'start_idx': np.int64(2520), 'end_idx': np.int64(2589), 'score': np.float64(3.8346884160409007)}, {'start_idx': np.int64(2590), 'end_idx': np.int64(2634), 'score': np.float64(3.769796600588739)}]",1,1,2,"[[1970, 2175]]","[(1304, 1578), (2700, 2884)]",3,"[{'start_idx': np.int64(1054), 'end_idx': np.int64(1328), 'score': np.float64(3.660034239175713)}, {'start_idx': np.int64(1720), 'end_idx': np.int64(1925), 'score': np.float64(3.4286125256428233)}, {'start_idx': np.int64(2450), 'end_idx': np.int64(2519), 'score': np.float64(3.6994302102574204)}, {'start_idx': np.int64(2520), 'end_idx': np.int64(2589), 'score': np.float64(3.8346884160409007)}, {'start_idx': np.int64(2590), 'end_idx': np.int64(2634), 'score': np.float64(3.769796600588739)}]",MSL,"[[1250, 1450], [2670, 2790], [3325, 3425]]","[contextual, contextual, contextual]"
2025-04-27_09.46.26,M-3,1777,1867,0,0.08680887852067282,[],0,1,0,[],[],1,[],MSL,"[[1250, 1500]]",[contextual]
2025-04-27_09.46.26,M-4,1816,1778,0,0.10710977084497576,[],0,1,0,[],[],1,[],MSL,"[[1250, 1500]]",[contextual]
2025-04-27_09.46.26,M-5,1772,2043,1,0.11180038196945605,"[{'start_idx': np.int64(1287), 'end_idx': np.int64(1541), 'score': np.float64(4.370282291982419)}]",0,0,1,[],"[(1537, 1791)]",1,"[{'start_idx': np.int64(1287), 'end_idx': np.int64(1541), 'score': np.float64(4.370282291982419)}]",MSL,"[[1250, 1550]]",[contextual]
2025-04-27_09.46.26,P-15,3422,2596,1,0.03927828458895921,"[{'start_idx': np.int64(1053), 'end_idx': np.int64(1309), 'score': np.float64(7.0863934781205895)}]",0,0,1,[],"[(1303, 1559)]",1,"[{'start_idx': np.int64(1053), 'end_idx': np.int64(1309), 'score': np.float64(7.0863934781205895)}]",MSL,"[[1390, 1410]]",[point]
